X1,id,available_Cycle,available_Walk,available_HSR,available_Car,time_Cycle,time_Walk,time_HSR,time_Car,access_Cycle,access_Walk,access_HSR,access_Car,wait_Cycle,wait_Walk,wait_HSR,wait_Car,transfer_Cycle,transfer_Walk,transfer_HSR,transfer_Car,parking,vehind,gender,age,shared,family,child,street_density,sidewalk_density,LAT,LONG,PersonalVehComf_SD,PersonalVehComf_D,PersonalVehComf_A,PersonalVehComf_SA,Fun_SD,Fun_D,Fun_A,Fun_SA,ActiveNeigh_SD,ActiveNeigh_D,ActiveNeigh_A,ActiveNeigh_SA,UsefulTrans_SD,UsefulTrans_D,UsefulTrans_A,UsefulTrans_SA,BusComf_SD,BusComf_D,BusComf_A,BusComf_SA,TravelAlone_SD,TravelAlone_D,TravelAlone_A,TravelAlone_SA,Shelters_SD,Shelters_D,Shelters_A,Shelters_SA,Community_SD,Community_D,Community_A,Community_SA,personal_veh_comfortable,getting_there_fun,like_active_neighborhood,commute_useful_transition,buses_comfortable,prefer_travel_alone,shelter_good_quality,sense_community,numna
71,567033839,No,No,Yes,Yes,NA,.,60,20,0,0,5,0,0,0,10,0,0,0,2,0,No,No,Woman,22,No,Living with Family,Yes,15.24131567,31.13693963,43.216745,-79.833134,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,A,D,A,D,N,A,SD,SA,2
72,567034403,No,Yes,Yes,Yes,NA,15,2,5,0,0,2.86,0,0,0,10.23,0,0,0,0,0,No,Yes,Woman,23,Living in Shared Accommodations,No,No,9.653162301,16.46633437,43.25756,-79.926933,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,A,D,A,D,A,D,N,A,3
73,567037859,No,No,Yes,Yes,NA,.,15,15,0,0,10.66,0,0,0,10.23,0,0,0,0,0,Yes,No,Man,22,No,No,No,21.89385996,33.12070148,43.257563,-79.879495,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,A,N,N,N,A,A,D,D,2
74,567038622,No,Yes,Yes,No,NA,34.10301954,5,.,0,0,15,0,0,0,15,0,0,0,0,0,No,No,Man,22,No,No,No,4.643304097,6.352265804,43.257315,-79.935414,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,SA,N,A,SA,A,N,A,A,2
75,567046778,No,No,Yes,Yes,NA,.,35,25,0,0,12.42,0,0,0,10.23,0,0,0,2,0,Yes,No,Woman,19,No,Living with Family,Yes,10.10814511,20.28181241,43.218472,-79.918446,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,A,SD,D,SD,SD,SD,D,SD,2
76,567048973,No,Yes,Yes,Yes,NA,2,2,2,0,0,0,0,0,0,10.23,0,0,0,0,0,No,No,Man,22,Living in Shared Accommodations,No,No,11.88381306,18.5668136,43.257705,-79.9222,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,A,D,D,D,A,D,D,A,3
77,567056763,Yes,No,Yes,No,10,.,5,.,0,0,2.48,0,0,0,10.23,0,0,0,0,0,No,No,Woman,26,Living in Shared Accommodations,No,No,19.4975356,39.64003191,43.259156,-79.902437,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,SA,N,D,N,A,D,A,A,2
78,567058135,No,Yes,No,Yes,NA,15,.,40,0,0,0,0,0,0,10.23,0,0,0,100000,0,No,No,Man,22,Living in Shared Accommodations,No,No,19.4975356,39.64003191,43.261318,-79.907289,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,A,D,SD,D,N,D,N,SD,2
79,567061503,No,Yes,Yes,No,NA,25,16,.,0,0,18.63,0,0,0,10.23,0,0,0,0,0,No,No,Woman,19,Living in Shared Accommodations,No,No,14.37620617,22.63322192,43.26302,-79.900741,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,A,N,A,N,N,N,D,A,2
80,567061867,No,Yes,Yes,Yes,NA,15,2,2,0,0,5.33,0,0,0,10.23,0,0,0,0,0,No,Yes,Man,19,Living in Shared Accommodations,No,No,15.73366442,35.69782751,43.258029,-79.912695,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,D,D,N,N,N,N,N,3
81,567061940,No,No,Yes,Yes,NA,.,10,10,0,0,15,0,0,0,10,0,0,0,1,0,No,Yes,Woman,28,No,No,No,13.77504238,23.62142566,43.251057,-79.892789,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SA,N,N,N,N,A,N,N,2
82,567067774,No,Yes,Yes,No,NA,15,3,.,0,0,12.42,0,0,0,10.23,0,0,0,0,0,No,No,Woman,20,Living in Shared Accommodations,No,No,15.73366442,35.69782751,43.258076,-79.911943,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,N,A,D,N,A,N,D,D,2
83,567069162,No,Yes,Yes,No,NA,20,5,.,0,0,7.45,0,0,0,10.23,0,0,0,0,0,No,No,Woman,21,Living in Shared Accommodations,No,No,14.30782564,37.4575743,43.257822,-79.919413,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,SA,D,A,D,A,A,D,N,2
84,567078740,No,Yes,Yes,No,NA,10,3,.,0,0,3.2,0,0,0,10.23,0,0,0,0,0,No,No,Man,20,Living in Shared Accommodations,No,No,3.60991605,5.049635391,43.262139,-79.912129,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,SA,D,SA,D,A,N,N,N,2
85,567078850,No,No,Yes,Yes,NA,.,40,15,0,0,10.66,0,0,0,10.23,0,0,0,1,0,No,No,Man,21,No,Living with Family,Yes,11.1199926,28.88572736,43.235229,-79.868124,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,A,N,D,N,D,D,D,N,2
86,567079297,No,Yes,Yes,No,NA,8,4,.,0,0,2.48,0,0,0,10.23,0,0,0,0,0,No,No,Woman,19,Living in Shared Accommodations,No,No,3.60991605,5.049635391,43.262084,-79.91112,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,A,SD,A,N,N,N,A,SD,2
87,567085838,No,No,Yes,Yes,NA,.,23,15,0,0,4.84,0,0,0,10.23,0,0,0,0,0,Yes,Yes,Woman,21,No,Living with Family,Yes,8.563275009,12.16682348,43.243592,-79.823895,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,SA,D,A,A,N,A,D,D,2
88,567094663,No,No,Yes,Yes,NA,.,120,23,0,0,12.42,0,0,0,10.23,0,0,0,3,0,Yes,No,Woman,20,No,Living with Family,Yes,16.1767375,31.81282988,43.211014,-79.849555,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,A,SD,A,A,N,A,N,A,2
89,567096769,No,No,Yes,Yes,NA,.,30,15,0,0,12.42,0,0,0,10.23,0,0,0,0,0,Yes,Yes,Woman,19,No,No,No,15.53859873,35.44062806,43.228076,-79.838986,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,A,D,D,N,N,D,N,A,2
90,567103435,No,Yes,Yes,No,NA,20,10,.,0,0,31.97,0,0,0,10.23,0,0,0,0,0,No,No,Man,22,No,No,No,19.4975356,39.64003191,43.259156,-79.902437,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,A,D,SA,SD,N,D,N,D,2
91,567103844,Yes,Yes,Yes,No,4.371118065,15,2,.,0,0,24.84,0,0,0,10.23,0,0,0,0,0,No,No,Woman,20,Living in Shared Accommodations,No,No,15.39379834,26.06792804,43.255878,-79.912638,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,A,A,D,N,N,D,D,D,3
92,567109014,No,No,Yes,Yes,NA,.,15,20,0,0,10,0,0,0,5,0,0,0,2,0,No,No,Woman,19,No,Living with Family,Yes,22.5228264,24.90432985,43.252802,-79.859569,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,A,N,N,A,A,SD,SA,D,2
93,567114824,No,Yes,Yes,No,NA,9,2,.,0,0,8.32,0,0,0,10.23,0,0,0,0,0,No,No,Woman,19,Living in Shared Accommodations,No,No,3.60991605,5.049635391,43.262363,-79.915834,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A,A,SD,A,N,N,N,D,2
94,567117763,No,No,Yes,Yes,NA,.,5,5,0,0,5,0,0,0,7,0,0,0,0,0,No,Yes,Woman,20,Living in Shared Accommodations,No,No,10.05574231,24.55266414,43.25543,-79.934239,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,SA,D,N,N,A,A,A,N,2
95,567119512,No,Yes,Yes,No,NA,9,2,.,0,0,37.27,0,0,0,10.23,0,0,0,0,0,No,No,Woman,20,Living in Shared Accommodations,No,No,14.30782564,37.4575743,43.257822,-79.919413,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,A,D,N,N,D,N,N,2
96,567120206,Yes,Yes,Yes,No,3.105590062,10.65719361,20,.,0,0,3,0,0,0,14,0,0,0,0,0,No,No,Man,21,Living in Shared Accommodations,No,No,16.50261063,31.43903392,43.252363,-79.922035,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,A,D,A,D,A,N,A,D,3
97,567123337,No,No,Yes,Yes,NA,.,45,15,0,0,8,0,0,0,10,0,0,0,2,0,No,No,Woman,20,No,Living with Family,Yes,9.396594702,12.50123382,43.222631,-79.781341,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,A,N,A,SD,D,SD,N,D,2
98,567126594,No,Yes,Yes,No,NA,24.8447205,15,.,0,0,5,0,0,0,10,0,0,0,0,0,No,No,Woman,19,No,No,No,4.643304097,6.352265804,43.257315,-79.935414,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,N,N,A,SA,N,N,A,N,2
99,567161256,No,Yes,Yes,No,NA,20,5,.,0,0,2.48,0,0,0,10.23,0,0,0,0,0,No,No,Woman,20,Living in Shared Accommodations,No,No,14.30782564,37.4575743,43.257822,-79.919413,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,A,D,N,A,N,A,D,D,2
100,567164700,No,No,Yes,Yes,NA,.,40,15,0,0,24.84,0,0,0,10.23,0,0,0,2,0,No,No,Woman,31,No,Living with Family,No,17.88689185,34.3295767,43.272772,-79.862068,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,A,N,D,D,A,A,N,A,2
101,567199518,No,Yes,Yes,No,NA,12,5,.,0,0,12.42,0,0,0,10.23,0,0,0,0,0,No,No,Woman,21,Living in Shared Accommodations,No,No,12.87040646,6.605343875,43.25845,-79.907797,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,A,N,A,A,A,N,A,A,2
102,567200585,No,Yes,Yes,No,NA,6,30,.,0,0,5.33,0,0,0,10.23,0,0,0,1,0,No,No,Man,19,Living in Shared Accommodations,No,No,10.18232626,19.88144051,43.257621,-79.924838,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,N,N,N,SD,N,D,D,N,2
103,567207375,No,Yes,Yes,Yes,NA,10,2,1,0,0,21.31,0,0,0,10.23,0,0,0,0,0,No,No,Man,20,Living in Shared Accommodations,No,No,14.30782564,37.4575743,43.257648,-79.923876,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,SA,SA,A,N,A,SD,A,N,3
104,567209040,No,No,Yes,Yes,NA,.,45,25,0,0,9.94,0,0,0,10.23,0,0,0,1,0,Yes,No,Woman,44,No,Living with Family,No,13.85722052,29.59257766,43.244061,-79.864315,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,A,N,N,N,N,N,N,2
105,567213935,No,Yes,Yes,No,NA,20,5,.,0,0,24.84,0,0,0,10.23,0,0,0,0,0,No,No,Woman,24,No,No,No,6.513789412,4.543402359,43.262135,-79.896666,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,A,N,D,N,A,A,A,A,2
106,567217878,No,No,Yes,Yes,NA,.,70,30,0,0,53.29,0,0,0,10.23,0,0,0,0,0,Yes,No,Man,18,No,Living with Family,No,1.94280237,2.817863436,43.225918,-79.790708,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A,N,D,A,N,N,N,D,2
107,567229226,No,Yes,Yes,No,NA,53.28596803,20,.,0,0,10,0,0,0,5,0,0,0,0,0,No,No,Man,28,No,No,No,17.54363785,31.58477149,43.254734,-79.879208,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,A,A,D,A,A,N,A,SD,2
108,567229705,Yes,Yes,Yes,No,2.91407871,10,2,.,0,0,5.33,0,0,0,10.23,0,0,0,0,0,No,No,Man,22,Living in Shared Accommodations,No,No,11.88381306,18.5668136,43.257705,-79.9222,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,A,A,N,N,A,N,N,D,3
109,567239348,No,Yes,Yes,No,NA,6.211180124,3,.,0,0,1,0,0,0,10,0,0,0,0,0,No,No,Woman,19,Living in Shared Accommodations,No,No,16.50261063,31.43903392,43.252363,-79.922035,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,A,N,A,A,N,D,D,D,2
110,567248383,No,Yes,Yes,No,NA,20,12,.,0,0,2.11,0,0,0,10.23,0,0,0,0,0,No,No,Woman,22,Living in Shared Accommodations,No,No,13.55660792,8.22849688,43.25222,-79.93953,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,A,D,D,A,D,N,D,D,2
111,567265539,No,No,Yes,Yes,NA,.,70,26,0,0,8,0,0,0,9,0,0,0,0,0,No,No,Woman,40,No,No,No,11.76164003,18.19162638,43.220979,-79.73365,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,N,D,N,A,N,N,A,A,2
112,567265561,No,Yes,Yes,No,NA,13.66459627,5,.,0,0,4,0,0,0,15,0,0,0,0,0,No,No,Woman,19,Living in Shared Accommodations,No,No,4.643304097,6.352265804,43.257315,-79.935414,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,N,N,A,N,N,D,N,2
113,567289736,No,Yes,Yes,No,NA,15,4,.,0,0,12.42,0,0,0,10.23,0,0,0,0,0,No,No,Woman,20,Living in Shared Accommodations,No,No,14.30782564,37.4575743,43.257822,-79.919413,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,A,A,N,A,N,N,N,2
114,567289806,Yes,Yes,Yes,Yes,2.622670839,9,4,4,0,0,2.13,0,0,0,10.23,0,0,0,0,0,No,No,Man,19,Living in Shared Accommodations,No,No,19.4975356,39.64003191,43.261881,-79.905924,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,A,A,A,N,A,N,A,A,4
115,567294979,No,Yes,Yes,Yes,NA,15,2,1,0,0,0.01,0,0,0,10.23,0,0,0,0,0,No,No,Man,19,Living in Shared Accommodations,No,No,14.30782564,37.4575743,43.257822,-79.919413,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,A,N,A,N,N,SD,N,A,3
116,567298189,Yes,Yes,Yes,No,2.91407871,10,3,.,0,0,2.48,0,0,0,10.23,0,0,0,0,0,No,No,Woman,22,Living in Shared Accommodations,No,No,15.39379834,26.06792804,43.25609,-79.913555,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SA,A,SA,SA,N,N,N,D,3
117,567305742,No,No,Yes,Yes,NA,.,45,20,0,0,5,0,0,0,15,0,0,0,2,0,Yes,No,Woman,22,No,Living with Family,Yes,12.85369698,21.87369897,43.233158,-79.911709,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,A,A,A,N,D,A,A,A,2
118,567307649,No,Yes,Yes,No,NA,15,2,.,0,0,1.24,0,0,0,10.23,0,0,0,0,0,No,No,Woman,18,Living in Shared Accommodations,No,No,19.4975356,39.64003191,43.261318,-79.907289,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,A,N,D,D,A,N,A,SD,2
119,567311100,No,Yes,Yes,No,NA,5,5,.,0,0,10.66,0,0,0,10.23,0,0,0,0,0,No,No,Man,19,Living in Shared Accommodations,No,No,14.30782564,37.4575743,43.257822,-79.919413,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,A,A,A,N,A,A,A,A,2
120,567311823,No,Yes,Yes,No,NA,20,5,.,0,0,5.33,0,0,0,10.23,0,0,0,0,0,No,No,Man,19,Living in Shared Accommodations,No,No,12.87040646,6.605343875,43.255759,-79.911763,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A,A,N,A,D,N,N,D,2
121,567314105,No,No,Yes,Yes,NA,.,20,13,0,0,10,0,0,0,5,0,0,0,0,0,No,Yes,Man,27,No,No,No,10.31059998,15.76127539,43.262863,-79.8607,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,N,N,A,N,A,D,A,N,2
122,567327816,No,Yes,Yes,Yes,NA,10.65719361,3,10,0,0,1,0,0,0,5,0,0,0,0,0,No,Yes,Man,22,Living in Shared Accommodations,No,No,19.4975356,39.64003191,43.261318,-79.907289,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,SA,SD,D,N,SA,SD,SA,A,3
123,567334887,No,No,Yes,Yes,NA,.,75,30,0,0,31.97,0,0,0,10.23,0,0,0,0,0,Yes,No,Man,20,No,Living with Family,Yes,10.10814511,20.28181241,43.218472,-79.918446,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,A,D,A,SD,D,A,D,N,2
124,567335362,Yes,No,Yes,No,10,.,15,.,0,0,2.66,0,0,0,10.23,0,0,0,0,0,No,No,Man,21,Living in Shared Accommodations,No,No,19.4975356,39.64003191,43.261318,-79.907289,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,A,D,A,A,A,A,A,D,2
125,567337006,No,No,Yes,Yes,NA,.,46,22,0,0,10.66,0,0,0,10.23,0,0,0,2,0,No,No,Man,22,No,Living with Family,Yes,9.86995894,37.94660628,43.229978,-79.741308,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,A,A,N,A,A,N,D,N,2
126,567341576,No,Yes,No,Yes,NA,7,.,2,0,0,0,0,0,0,10.23,0,0,0,100000,0,No,Yes,Woman,19,Living in Shared Accommodations,No,No,11.88381306,18.5668136,43.257705,-79.9222,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,A,D,N,N,N,N,A,N,2
127,567343091,No,No,Yes,Yes,NA,.,20,12,0,0,1,0,0,0,10,0,0,0,1,0,No,No,Man,31,No,No,No,13.77504238,23.62142566,43.251057,-79.892789,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,A,N,N,D,A,N,A,N,2
128,567348277,No,Yes,Yes,No,NA,10,3,.,0,0,6.21,0,0,0,10.23,0,0,0,0,0,No,No,Woman,20,Living in Shared Accommodations,No,No,14.30782564,37.4575743,43.254309,-79.921102,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,N,D,SD,D,N,SD,A,D,2
129,567351458,No,Yes,Yes,Yes,NA,12,3,5,0,0,10.66,0,0,0,10.23,0,0,0,0,0,No,No,Man,17,No,No,No,11.88381306,18.5668136,43.257934,-79.914077,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,A,N,SA,A,A,N,D,A,3
130,567351471,No,Yes,Yes,No,NA,10,4,.,0,0,3.2,0,0,0,10.23,0,0,0,0,0,No,No,Man,19,Living in Shared Accommodations,No,No,16.18344475,35.43306805,43.263125,-79.907496,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,N,SD,SD,D,A,N,A,SD,2
131,567352305,No,No,Yes,Yes,NA,.,5,2,0,0,5,0,0,0,7,0,0,0,0,0,No,Yes,Man,22,Living in Shared Accommodations,No,No,16.18344475,35.43306805,43.262216,-79.90513,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,A,N,N,N,A,A,A,N,2
132,567352602,No,Yes,Yes,No,NA,6,3,.,0,0,5.33,0,0,0,10.23,0,0,0,0,0,No,No,Man,21,Living in Shared Accommodations,No,No,19.4975356,39.64003191,43.261318,-79.907289,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,A,D,SA,SD,A,D,A,SD,2
133,567352699,No,Yes,Yes,Yes,NA,20,5,10,0,0,1.24,0,0,0,10.23,0,0,0,0,0,No,Yes,Woman,24,Living in Shared Accommodations,No,No,14.30782564,37.4575743,43.254309,-79.921102,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,A,A,D,A,N,N,A,A,3
134,567352979,Yes,Yes,Yes,No,7.285196774,25,5,.,0,0,6.21,0,0,0,10.23,0,0,0,0,0,No,No,Woman,20,Living in Shared Accommodations,No,No,17.71570322,30.38207455,43.254489,-79.916331,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,A,SA,D,SD,A,D,D,N,3
135,567352995,No,Yes,Yes,No,NA,20,1,.,0,0,5.33,0,0,0,10.23,0,0,0,0,0,No,No,Man,21,Living in Shared Accommodations,No,No,10.18232626,19.88144051,43.257586,-79.925898,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,A,A,A,N,N,D,D,SA,2
136,567353088,Yes,Yes,Yes,No,5.245341678,18,5,.,0,0,10.66,0,0,0,10.23,0,0,0,0,0,No,No,Man,21,Living in Shared Accommodations,No,No,16.50261063,31.43903392,43.252363,-79.922035,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,A,SD,SD,D,N,A,N,SD,3
137,567353881,No,Yes,Yes,Yes,NA,20,30,2,0,0,21.31,0,0,0,10.23,0,0,0,2,0,No,Yes,Man,24,Living in Shared Accommodations,No,No,14.30782564,37.4575743,43.257822,-79.919413,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,SA,SA,D,SD,SD,SA,D,D,3
138,567354973,Yes,Yes,No,Yes,5.82815742,20,.,5,0,0,0,0,0,0,10.23,0,0,0,100000,0,No,No,Man,19,Living in Shared Accommodations,No,No,11.88381306,18.5668136,43.257934,-79.914077,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,SA,SD,SA,SA,SA,SA,SA,SA,3
139,567356130,Yes,Yes,Yes,Yes,4.371118065,15,3,3,0,0,12.42,0,0,0,10.23,0,0,0,0,0,No,No,Woman,20,Living in Shared Accommodations,No,No,4.643304097,6.352265804,43.257315,-79.935414,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,D,N,D,A,N,N,N,4
140,567356317,No,No,Yes,Yes,NA,.,15,15,0,0,6.21,0,0,0,10.23,0,0,0,0,0,No,No,Woman,19,No,No,No,16.52739308,24.01135091,43.256617,-79.874346,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,A,D,N,N,D,SD,D,N,2
141,567356674,Yes,Yes,Yes,Yes,11.49068323,45.96273292,15,10,0,0,12.42,0,0,0,10.23,0,0,0,0,0,No,No,Woman,21,No,Living with Family,Yes,13.55660792,8.22849688,43.24675,-79.94364,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,A,N,A,A,N,A,N,A,4
142,567357052,Yes,Yes,No,Yes,4.371118065,15,.,2,0,0,0,0,0,0,10.23,0,0,0,100000,0,No,Yes,Woman,20,Living in Shared Accommodations,No,No,11.88381306,18.5668136,43.257934,-79.914077,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,SA,A,D,D,N,SA,N,SD,3
